R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000014641	14.2638	14.3107	14.3586	14.4588	13.9506	13.9519	14.1735	14.3293	14.4118	14.3816	14.3514	14.291	13.9785	14.0815	14.1806	14.2546	25.4231	25.0036	25.0972	25.2769	24.9003	25.0235	25.1718	24.7096	25.3528	25.0285	25.2422	24.8364	24.9365	24.8679	24.9935	25.2053	0.462321751	0.484845751	0.482363197	0.485101704	0.518749802	0.545092358	0.527271056	0.248	-0.143	0.142	0.318	0.272	-0.223	0.551756124598	0.614188671421	0.614610812153	0.494726051925	0.533850552386	0.569609441624
ENSG00000015479	6.10448	5.94349	5.78189	5.45626	5.58379	5.60558	5.78399	5.93233	6.00265	5.84627	5.68768	5.35655	5.2643	5.62794	5.96845	6.21827	25.9948	26.0941	26.084	25.8805	25.8938	25.875	25.7148	25.7235	26.0409	25.9968	25.9509	25.8042	25.8943	25.7892	26.0141	25.3915	0.488882614	0.494715277	0.502824129	0.534292953	0.539897757	0.528537105	0.377903792	0.163	0.174	0.304	0.199	-0.245	-0.794	0.605178857586	0.59973689783	0.507260675412	0.585836168813	0.553808097433	0.108014326648
ENSG00000015592	5.13416	5.07651	5.02113	4.92353	4.73486	5.16111	5.26045	5.29831	5.1641	5.24033	5.31836	5.48517	5.64651	5.25952	4.97888	4.78125	25.1915	24.7263	24.965	24.9642	24.8745	24.632	24.4664	24.5884	24.6241	24.2087	24.7782	24.5555	24.684	24.1441	24.0435	24.2201	0.451684834	0.613865021	0.543907991	0.503958512	0.409876926	0.413409209	0.44787202	0.619	-0.343	-0.364	-0.604	0.173	0.292	0.211393939394	0.471014576271	0.45007152343	0.221287935323	0.600294490407	0.517464894883
ENSG00000018510	10.8786	10.784	10.6894	10.5003	9.97287	10.0664	10.1001	10.134	10.9274	10.861	10.7945	10.6617	9.98102	9.93631	9.96711	9.99849	23.4807	23.5163	23.3717	23.4959	23.6038	23.4972	23.3898	23.4763	23.5826	23.4809	23.0312	23.1988	23.4686	23.1673	23.4692	22.3076	0.351742278	0.34431236	0.402414347	0.491623558	0.514505895	0.524875993	0.425994702	-0.177	0.423	0.569	0.284	0.243	-0.46	0.598343483665	0.381163265306	0.246834412082	0.524104967437	0.55534549216	0.339323924731
ENSG00000021776	9.64792	9.63041	9.61405	9.58741	9.18974	9.05544	9.27992	9.48787	9.90178	9.85793	9.81401	9.726	8.71544	8.99347	9.26276	9.46342	22.1958	21.4597	21.6756	21.2803	21.6601	22.0684	20.8477	21.7418	22.5774	22.7286	22.4948	22.573	21.1445	21.8568	21.977	21.231	0.443447583	0.442867764	0.432184214	0.417771116	0.542547098	0.462592155	0.476264782	-0.23	-0.204	-0.259	0.441	-0.358	0.261	0.564983179317	0.582698874475	0.543260326276	0.359670509709	0.455554061521	0.541656479645
ENSG00000022267	3.78132	3.80146	3.82184	3.86214	3.73242	3.83227	3.96076	4.05931	3.92201	3.82465	3.72611	3.52322	3.9052	3.81084	4.13288	4.34257	18.6277	19.0969	18.6899	19.0259	18.9059	16.9058	19.4198	20.5476	21.112	20.1879	20.2565	19.8175	19.9389	19.5868	19.8258	19.7461	0.506450305	0.49066943	0.491863023	0.459951515	0.2512545761	0.797676224	0.799111902	-0.339	0.321	-0.355	-0.688	0.959	0.342	0.474720053165	0.492175162608	0.45810755814	0.166871503497	0.020147826087	0.472080215706
ENSG00000022277	12.3245	12.3139	12.3028	12.2774	12.25	12.289	12.2431	12.2016	12.5105	12.4254	12.3404	12.1716	12.5051	12.4101	12.2938	12.2035	16.821	19.4181	17.5853	17.6681	16.9642	17.0427	18.0685	17.9895	20.0025	18.7241	19.0772	19.6424	17.3802	16.2377	17.725	16.9405	0.705475828	0.617832031	0.535963531	0.2598188615	0.2601622315	0.518449797	0.4862357956	-0.419	-0.447	-0.701	0.28	0.68	-0.401	0.38588313413	0.353540675845	0.160287545788	0.527143916541	0.171142614601	0.405574274058
ENSG00000023318	6.01589	6.29536	6.57725	7.15244	6.15137	6.2489	6.17232	6.10166	5.71601	5.98338	6.25064	6.78774	6.33361	6.31393	6.14178	5.99363	22.4478	22.6487	23.2984	23.0028	22.6081	22.5976	22.8071	23.1234	22.3199	22.6901	22.4345	22.9927	22.4794	22.5822	23.1212	23.4875	0.647366077	0.628047957	0.584512241	0.264584524	0.48635441	0.692368504	0.763684042	-0.277	-0.294	-0.949	0.756	0.661	0.385	0.529289123679	0.515495791583	0.0249718309859	0.129237983587	0.18298744113	0.424548141708
ENSG00000023734	14.576	14.5565	14.5377	14.5045	14.2212	14.4834	14.6165	14.7029	14.7601	14.7157	14.6711	14.5814	14.5144	14.5241	14.481	14.4421	25.2024	25.2116	25.129	25.2752	24.9212	24.7286	24.8471	24.1153	24.942	24.5382	24.9728	24.8276	24.6946	24.4325	24.3395	24.6765	0.487532924	0.511524822	0.498212418	0.461914011	0.443607232	0.433779029	0.407908377	0.228	-0.224	-0.341	-0.24	-0.194	-0.277	0.566171363683	0.568873458991	0.472798052711	0.557441702586	0.588871733086	0.529289123679
ENSG00000024422	12.6201	12.5139	12.4069	12.1862	12.0584	12.1057	12.1797	12.238	12.6092	12.5651	12.521	12.4327	12.2329	12.2157	12.235	12.2529	23.4736	23.3073	23.171	22.6345	22.4537	22.1449	22.6868	23.0932	23.7865	23.9568	23.709	23.8466	23.1756	22.891	23.3248	21.9486	0.490512661	0.42841011	0.401758772	0.381096305	0.382950694	0.420327944	0.376213323	-0.368	-0.25	-0.221	0.166	0.247	-0.275	0.445140268849	0.550135449262	0.57107641129	0.603404497309	0.552618101545	0.531295977365
ENSG00000025708	17.0774	16.9549	16.8297	16.5667	17.5041	17.1262	16.9006	16.7421	16.6002	16.6801	16.7606	16.9235	16.4127	16.9657	17.0586	17.0784	19.1715	18.3211	18.6964	18.5842	17.6206	19.7546	18.3007	18.4878	18.7186	18.3957	18.6615	18.6156	18.0974	18.0218	17.7432	18.1285	0.475430604	0.534390792	0.498318682	0.43041787	0.576060543	0.4035908166	0.463469128	0.358	-0.313	-0.34	0.452	-0.492	0.367	0.455554061521	0.499596016863	0.473978315263	0.348171970428	0.308904929577	0.446549303944
ENSG00000025772	12.4295	12.4114	12.3934	12.3573	12.4698	12.3755	12.3725	12.352	12.4633	12.4597	12.4562	12.4495	12.1552	12.2405	12.3318	12.4013	21.0641	21.5288	21.2271	20.347	20.5004	19.455	21.1615	17.3373	21.6358	21.5429	22.2059	22.0965	20.4345	21.1479	19.6956	20.3441	0.653585694	0.619383943	0.4494838054	0.3399003102	0.3305995848	0.3131340841	0.1554734418	-0.406	-0.545	-0.446	-0.299	-0.315	-0.607	0.399496037642	0.263169055858	0.354038701623	0.511350675952	0.497629939768	0.219005040958
ENSG00000025796	9.84444	9.82932	9.81515	9.7904	9.70637	10.0772	10.2313	10.329	10.0058	9.9505	9.89502	9.7841	11.1108	10.6801	10.3478	10.1112	22.3828	20.1041	21.893	20.5179	21.2085	20.073	20.9565	21.5444	21.3512	20.8899	20.7359	20.413	20.6211	19.9076	20.4187	19.8981	0.3499557113	0.563340785	0.45252526	0.472278747	0.3022851538	0.385523134	0.421155733	0.57	-0.431	0.339	-0.56	0.388	0.317	0.245841106291	0.371135166094	0.474720053165	0.252815143603	0.420832003546	0.495615978616
ENSG00000025800	11.828	11.8405	11.8532	11.8788	11.8863	11.9081	11.964	12.0086	12.0641	12.0231	11.9822	11.9009	11.7483	11.7868	11.7834	11.7772	23.3348	23.3802	23.1076	23.2975	22.8734	22.4033	22.2896	21.9902	24.071	23.3152	23.8906	23.7689	22.2527	22.616	22.3324	22.4211	0.545060652	0.603629833	0.587642212	0.310026774	0.325057211	0.321281058	0.321670928	0.355	-0.336	-0.927	0.209	-0.134	0.149	0.45810755814	0.477840712302	0.036347826087	0.579044929646	0.617930904933	0.611540499748
ENSG00000026025	16.0177	16.0449	16.0722	16.1267	15.5365	15.7308	15.7334	15.7592	15.8795	15.8107	15.7417	15.6033	16.3254	16.0257	15.8098	15.6551	29.5884	29.6034	29.658	29.713	29.5062	29.4229	29.2469	29.0236	29.818	29.7305	29.7957	29.7555	29.6607	29.306	29.3259	29.2597	0.501632689	0.505384884	0.505555028	0.469820093	0.38328439	0.381786179	0.381744528	0.14	0.128	-0.344	-0.718	-0.127	-0.103	0.615515588915	0.620142313608	0.469942379816	0.151110784314	0.620427427832	0.626527841403
ENSG00000028528	9.83195	9.75631	9.68123	9.53244	9.03367	9.54101	9.88848	10.1325	9.78541	9.6703	9.55488	9.32544	9.72413	9.66651	9.69264	9.72978	20.1739	21.1625	19.7736	19.8456	21.4306	18.3005	21.173	18.768	21.4985	20.5774	20.265	20.4297	20.0654	18.9888	20.0323	20.1412	0.5377091799	0.4843155198	0.53681534	0.556703565	0.340279634	0.592675889	0.4359904305	-0.441	0.381	0.396	-0.555	0.608	-0.507	0.359670509709	0.429470563321	0.411357941313	0.256588024565	0.218567909033	0.29585791893
ENSG00000029363	12.1763	12.2581	12.3405	12.5086	12.3598	12.2124	12.1948	12.1948	12.1424	12.2307	12.319	12.4966	11.9854	11.9924	12.0553	12.111	21.727	22.6206	21.2093	22.4908	21.9802	21.9001	21.9149	21.7399	22.7775	22.629	22.1472	22.7224	22.6577	22.6696	22.9042	22.2431	0.60069272	0.3545647314	0.574109264	0.477427312	0.482766454	0.490162711	0.456471224	-0.639	0.627	-0.406	0.215	0.183	-0.289	0.197942142857	0.205534106412	0.399496037642	0.575196382684	0.59491886044	0.52001409002
ENSG00000029725	9.2804	9.27415	9.2678	9.25449	9.25765	9.25787	9.29062	9.30291	9.32283	9.25345	9.18397	9.04627	8.66645	8.97331	9.11508	9.2055	17.4427	16.5513	16.978	16.8108	17.8246	16.9347	17.3729	17.6359	16.7982	17.329	18.518	18.1278	17.1153	17.8732	17.2622	18.6359	0.486323431	0.578242994	0.544566448	0.541717732	0.555448443	0.603872537	0.748899769	0.422	-0.295	-0.248	0.264	0.341	0.537	0.382117790414	0.514758717811	0.551756124598	0.539654371907	0.472798052711	0.269336524653
ENSG00000029993	10.18	10.0899	9.99995	9.82038	8.6235	8.75526	9.08017	9.34328	10.2445	10.1463	10.0481	9.85305	8.95887	9.0579	9.26693	9.41438	23.5062	23.5695	23.6667	23.437	23.4024	23.6648	23.5826	23.4225	23.2963	23.4372	23.0237	23.428	23.507	22.8161	22.7748	22.5613	0.389305428	0.388012057	0.417610837	0.503571574	0.555326409	0.552482197	0.528542586	-0.139	0.275	0.615	0.345	-0.198	-0.233	0.616038765432	0.531295977365	0.213838961039	0.468831589779	0.586682239491	0.562873583718
ENSG00000030582	14.699	14.6922	14.6852	14.6708	14.6164	14.6804	14.7413	14.7864	14.7748	14.7423	14.7103	14.6482	14.7769	14.8893	14.9455	14.9798	17.468	17.9228	19.4946	17.9583	18.2039	15.7719	17.5228	17.0401	19.0499	17.6211	18.6064	18.2133	19.2838	17.4562	18.5617	20.343	0.566216487	0.660785114	0.584008214	0.5972142018	0.1638280945	0.689015656	0.710738865	0.44	-0.402	0.403	-0.869	0.927	0.352	0.360693329309	0.404506274131	0.403572744908	0.0707066974596	0.036347826087	0.461491525424
ENSG00000031698	12.7837	12.8083	12.8326	12.8802	14.1572	13.7798	13.2341	12.8183	12.8499	12.8338	12.8174	12.782	14.1624	13.8915	13.2698	12.7708	23.0057	22.8708	22.8521	23.1452	22.5292	22.5101	23.3483	22.1803	23.5875	23.3732	23.4033	23.5047	23.1416	23.3586	23.4081	23.5285	0.501188369	0.517384607	0.564735808	0.344668387	0.256454549	0.294003326	0.292038416	0.255	0.309	-0.747	-0.449	0.321	-0.17	0.546146750285	0.503045097759	0.133533333333	0.351285443038	0.492175162608	0.601728791324
ENSG00000031823	12.3938	12.3942	12.3947	12.3973	12.0936	11.8243	12.0115	12.2036	12.2931	12.3194	12.3452	12.3972	11.6745	11.9957	12.1326	12.2183	19.3409	19.3979	19.9479	19.9412	19.0276	17.7838	18.9586	19.7545	20.9476	20.6621	21.1459	21.1447	20.5763	19.9755	19.5804	19.6928	0.585807906	0.679679439	0.638487372	0.292101279	0.2715887009	0.458129558	0.573328491	0.424	-0.357	-0.904	-0.248	0.724	0.467	0.38015071116	0.456374656153	0.049624137931	0.551756124598	0.146990890688	0.332203342618
ENSG00000033050	10.4973	10.4846	10.4713	10.4443	10.3202	10.3055	10.4073	10.4832	10.7931	10.5944	10.3956	9.99781	10.4612	10.4631	10.4708	10.4737	20.283	20.9905	21.5412	20.2388	20.715	18.519	19.7898	21.3273	21.0935	20.9375	21.4431	21.1044	20.851	20.7238	20.1793	21.2638	0.651288975	0.652617761	0.4573291159	0.423384868	0.2761213232	0.433961375	0.779564405	0.368	-0.586	-0.41	-0.531	0.479	0.765	0.445140268849	0.233688115942	0.395066632886	0.273912108462	0.320504983389	0.123717980296
ENSG00000033178	6.73428	6.72501	6.71734	6.70937	7.1768	6.6052	6.65736	6.71851	6.54538	6.64096	6.73607	6.92735	6.8284	6.9597	6.90766	6.85202	21.426	20.8232	21.1494	21.659	20.5489	20.6239	20.5529	20.6172	22.308	21.9105	22.2752	22.0572	21.7367	21.815	22.2309	22.3725	0.472505101	0.64470992	0.624021861	0.357120564	0.414108843	0.505460862	0.532162979	0.595	-0.357	-0.857	0.383	0.482	0.279	0.227692446043	0.456374656153	0.0768280922432	0.426763480129	0.317753742515	0.527723934837
ENSG00000035403	11.5263	11.7048	11.8831	12.2418	11.7029	11.1325	10.9772	10.8804	11.4938	11.4633	11.432	11.3658	10.1437	10.6955	10.8709	10.954	26.9774	27.1157	26.9982	27.3412	27.1006	27.1326	26.6413	26.1297	27.0877	26.774	27.0757	26.9992	26.6246	26.6424	26.2657	26.529	0.48288783	0.48075616	0.474530666	0.45972018	0.462293596	0.453362134	0.453125593	-0.168	-0.158	-0.191	0.115	-0.149	-0.153	0.60256596375	0.607611731605	0.590537018302	0.623904754308	0.611540499748	0.610061339858
ENSG00000035928	10.391	10.455	10.5191	10.6497	10.7919	10.7206	10.6116	10.5223	10.5092	10.4783	10.4476	10.3876	10.6849	10.8741	10.6962	10.6151	20.4833	20.4592	20.7884	19.8956	19.753	19.2314	18.826	19.1336	20.433	19.8457	20.2635	19.5748	18.7468	18.5152	19.5345	18.7669	0.667769626	0.753624253	0.334605772	0.305042949	0.299836088	0.304775332	0.303858453	0.436	-0.935	-0.217	-0.134	0.14	-0.126	0.364558910598	0.0327365591398	0.57372429581	0.617930904933	0.615515588915	0.620753775337
ENSG00000036257	12.1417	11.693	11.2452	10.3495	10.1838	11.1212	11.6678	12.0248	12.0605	11.7353	11.4099	10.7574	11.9773	11.9511	11.962	11.9761	19.2721	18.9309	19.9416	19.4874	18.4953	18.6998	19.0139	18.9885	19.0378	19.7415	19.0055	18.672	17.3356	16.9689	17.4017	17.6156	0.651212545	0.662573154	0.502669564	0.398030709	0.417042539	0.444023989	0.448955572	0.359	-0.611	-0.471	0.265	0.237	0.233	0.454558148148	0.216485294118	0.328263139205	0.538914951502	0.55989162142	0.562873583718
ENSG00000037042	10.5566	10.4871	10.4174	10.2781	10.3941	10.1519	10.2826	10.3274	10.6779	10.5034	10.3289	9.97836	10.2345	10.3467	10.4149	10.4621	20.3309	20.3587	20.8557	21.0801	21.0671	19.0988	19.2403	18.5932	22.8013	22.5124	22.5152	22.6135	20.722	21.3277	21.5093	21.0342	0.570553667	0.638902848	0.660600175	0.295877225	0.263221823	0.269296265	0.2465351999	0.419	0.35	-0.904	-0.248	0.168	-0.236	0.38588313413	0.463569160198	0.049624137931	0.551756124598	0.60256596375	0.560752888795
ENSG00000037757	10.4665	10.3002	10.1338	9.79972	9.65498	9.93094	10.2287	10.4458	10.3894	10.3312	10.2727	10.1548	9.66007	10.0081	10.2126	10.3482	22.8159	21.995	21.5493	21.6617	21.8698	21.2251	21.4316	21.531	22.3163	21.6411	22.0419	22.0415	22.0595	20.9432	22.2584	22.2402	0.36217479	0.458927229	0.504237284	0.513439275	0.439464131	0.610600982	0.592054839	0.482	0.333	0.292	-0.371	0.592	-0.338	0.317753742515	0.48040557525	0.517464894883	0.441691605477	0.229177170036	0.475551935164
ENSG00000038219	10.1025	10.1283	10.1549	10.2131	10.6321	10.5364	10.2915	10.0932	9.9683	10.0713	10.1739	10.381	10.5414	10.1284	9.95888	9.83093	20.9918	21.511	21.5921	21.7596	21.9231	21.5944	22.7043	21.8755	21.0934	21.1732	20.8069	22.1382	20.593	22.7151	19.4582	21.0518	0.568205091	0.556475705	0.583028904	0.515641723	0.529035437	0.4374127997	0.534605266	-0.347	0.367	-0.383	0.338	-0.405	0.421	0.467009179079	0.446549303944	0.426763480129	0.475551935164	0.400787945879	0.383277792732
ENSG00000038274	6.81108	6.94095	7.07236	7.34307	7.20444	7.14096	7.11351	7.09192	6.95631	6.91063	6.86485	6.77213	6.69249	6.93042	7.11879	7.25601	22.8381	22.6495	22.8287	22.9275	22.4706	21.5777	22.3609	20.6267	23.2188	22.637	22.7117	22.8779	22.8503	22.6408	22.5227	22.8201	0.506845605	0.552931913	0.56112132	0.442703726	0.368295571	0.377590964	0.2797535207	0.342	0.329	-0.519	-0.413	0.253	-0.488	0.472080215706	0.484617359798	0.284728881026	0.391430820857	0.548215526969	0.311921001927
ENSG00000038358	11.9944	11.9095	11.8246	11.6545	11.7558	11.7551	11.6988	11.6529	11.8368	11.8108	11.7846	11.7325	11.6064	11.6652	11.6631	11.6554	17.1651	18.5331	17.6526	17.5141	19.0371	18.0102	18.0444	18.2952	20.2593	19.4247	20.0607	20.5802	18.0675	18.7183	18.8947	18.6376	0.567263832	0.525516975	0.510099504	0.466147774	0.46385781	0.478982614	0.509512914	-0.356	-0.308	-0.294	-0.262	0.262	0.344	0.457429613421	0.504085438547	0.515495791583	0.54108224146	0.54108224146	0.469942379816
ENSG00000038382	11.4468	11.4366	11.4268	11.4084	11.5967	11.6946	11.452	11.3905	11.3412	11.3716	11.402	11.4647	10.9498	11.0509	11.1347	11.1944	18.2091	19.1007	18.0281	19.3917	18.607	18.9182	18.9853	18.8006	20.7764	19.8569	20.5293	20.5965	17.5108	19.1853	17.3304	16.8059	0.568272292	0.56202058	0.606569759	0.2246342701	0.425645629	0.2591669544	0.2414005537	-0.375	0.422	-0.848	0.547	-0.493	-0.262	0.436451020408	0.382117790414	0.0799639278557	0.261938308458	0.307578574242	0.54108224146
ENSG00000039123	12.2144	12.1894	12.1648	12.1176	12.2755	12.4779	12.3982	12.393	12.3576	12.2777	12.1977	12.0377	12.2936	12.4023	12.4075	12.4063	21.5876	22.0276	21.5671	21.4888	21.9684	21.721	22.3713	22.226	22.1498	22.361	22.443	22.034	21.7428	22.4599	22.2302	21.4673	0.553004161	0.494115736	0.48811494	0.508516138	0.526570186	0.527003416	0.442242706	-0.328	-0.181	0.215	0.203	0.204	-0.446	0.485464952172	0.596155549579	0.575196382684	0.583347945987	0.582698874475	0.354038701623
ENSG00000041357	13.1709	13.1468	13.1226	13.0727	11.7064	12.3502	12.7561	13.0337	12.7155	12.6531	12.5906	12.4691	13.0288	12.5191	12.5339	12.5958	24.1806	24.0592	23.9919	24.1592	23.9551	23.8563	23.6257	23.3094	24.5066	24.1734	24.1717	24.1203	23.9764	23.4677	23.6526	23.7405	0.476855265	0.482962875	0.4907933	0.482857225	0.453932212	0.453262973	0.441912224	0.171	0.149	-0.171	-0.317	-0.143	-0.188	0.601230782715	0.611540499748	0.601230782715	0.495615978616	0.614188671421	0.592159758992
ENSG00000042445	7.77956	7.79583	7.81142	7.84256	7.79472	8.06022	8.04141	8.00007	8.19141	8.04576	7.89948	7.60487	8.2532	8.15654	8.01372	7.92064	16.357	18.5158	18.6481	17.0726	17.9035	17.5731	17.1763	16.2426	16.8244	18.0858	17.3344	17.5651	15.6747	16.2868	16.8002	16.5096	0.863521701	0.785148735	0.447813241	0.405671802	0.416643576	0.400328743	0.3509549124	-0.362	-0.792	-0.365	0.257	-0.268	-0.354	0.451926934636	0.108992907801	0.448657426878	0.544672716829	0.536708577581	0.459422514884
ENSG00000042493	11.42	11.3096	11.1985	10.9722	10.6476	10.8773	11.006	11.0915	11.1574	11.0662	10.9753	10.7933	10.9952	11.0967	11.1211	11.1292	23.7021	23.4167	23.5367	23.6186	23.2634	22.8577	22.6839	22.1401	23.4897	22.9444	23.3612	23.5607	22.5714	22.3677	22.1802	22.6011	0.451300493	0.608997922	0.643885058	0.37915889	0.359179046	0.354145785	0.351175997	0.606	0.37	-0.882	-0.225	-0.143	-0.123	0.219877742947	0.442910291798	0.0626223404255	0.568262620069	0.614188671421	0.621755469755
ENSG00000044115	11.5627	11.5865	11.6107	11.6596	11.7255	11.725	11.3657	11.2309	11.6643	11.5905	11.5165	11.3687	11.8352	11.5049	11.3122	11.175	24.8806	24.8611	24.8215	24.5972	24.0361	23.5637	23.6894	23.2529	25.135	24.9244	24.8246	24.7622	23.9404	23.7642	23.3731	23.5042	0.583423913	0.57500825	0.558373681	0.287256328	0.283271409	0.284739327	0.289386211	-0.231	-0.221	-0.971	-0.125	0.093	0.12	0.564068210263	0.57107641129	0.0141125	0.621121361181	0.627823913214	0.622412949294
ENSG00000044574	11.174	11.8518	12.5282	13.8785	13.4711	14.3964	13.4104	12.5245	11.063	11.8376	12.6112	14.1593	15.0442	14.1643	12.8158	11.7892	27.974	28.333	28.4913	28.3895	28.7078	29.8839	31.0488	30.7107	28.2537	28.2617	27.8482	28.3316	29.503	30.0503	30.4776	30.5676	0.741027473	0.585789402	0.513571216	0.485294006	0.508534194	0.82915906	0.825821313	-0.574	-0.397	-0.268	0.3	0.873	-0.278	0.242220685841	0.409964344358	0.536708577581	0.510548683489	0.0681879518072	0.528591941118
ENSG00000046604	8.16103	8.10951	8.0578	7.95376	7.78655	8.0851	8.30557	8.48204	8.10013	7.92773	7.75485	7.40555	7.34215	7.673	7.89016	8.06271	21.5447	22.001	22.4026	21.7846	20.6823	19.2958	19.9829	21.3542	21.6379	21.7225	21.6476	21.327	19.3423	21.0664	19.0574	17.9443	0.6834194	0.659485418	0.449306414	0.207490996	0.2240889943	0.1833201571	0.1781845943	-0.361	-0.612	-0.686	0.212	-0.27	-0.16	0.452934989725	0.216155669443	0.168754098361	0.577320418746	0.535095054282	0.606494902767
ENSG00000047230	10.2562	10.3206	10.3844	10.5082	10.2836	10.1376	10.2378	10.3454	10.4623	10.4502	10.4376	10.4084	9.4676	10.0088	10.2779	10.4486	24.884	24.7376	24.6249	24.9068	24.5095	24.7416	24.7669	24.1594	25.4379	25.1122	25.3909	25.2568	24.9603	25.0856	24.9956	24.994	0.495635209	0.501820384	0.504025298	0.493865924	0.523183772	0.51553234	0.460205715	0.156	0.134	-0.136	0.227	-0.179	-0.367	0.608826802375	0.617930904933	0.617486908853	0.566912363711	0.597508465514	0.446549303944
ENSG00000047249	8.52653	8.57738	8.62713	8.72625	9.06806	8.83065	8.57456	8.3792	8.9662	8.69581	8.42453	7.8771	8.79098	8.84332	8.70482	8.59077	20.0864	20.6125	20.0132	19.4265	19.1354	19.7536	19.5263	17.8411	21.0674	20.7299	20.7429	20.5152	19.5208	18.6276	19.5202	20.4805	0.606045362	0.515851651	0.386055443	0.308575508	0.292011313	0.298041898	0.296469003	-0.441	-0.552	-0.431	-0.215	0.189	-0.186	0.359670509709	0.258503546099	0.371135166094	0.575196382684	0.591558769681	0.59332046858
ENSG00000047315	10.76	10.6181	10.4763	10.1935	9.9715	10.309	10.6664	10.938	11.0343	10.7288	10.4228	9.80897	10.9377	11.1376	10.865	10.8363	21.9318	21.7829	21.5034	21.9905	20.8662	19.7028	20.9555	19.3494	22.072	21.7516	21.8646	22.0705	20.24	20.9073	21.121	20.7517	0.564892895	0.608781641	0.642287654	0.2787413383	0.305018939	0.403747724	0.2308932302	0.384	0.421	-0.884	0.297	0.382	-0.576	0.42561832721	0.383277792732	0.0614538043478	0.513150142026	0.427981643543	0.240798216276
ENSG00000047849	7.93433	7.83717	7.73907	7.53797	8.02353	8.3442	7.92268	7.66505	7.66462	7.70041	7.73628	7.8082	8.05886	7.82666	7.80707	7.81971	25.5414	25.4431	25.4254	25.5367	25.5799	24.9425	25.2534	24.7926	25.6364	25.5372	25.8352	25.5992	25.3547	25.0999	24.984	25.3624	0.540057299	0.555502337	0.548703993	0.506444931	0.341920572	0.360255565	0.375477356	0.191	-0.186	-0.319	-0.822	0.221	0.189	0.590537018302	0.59332046858	0.493832383808	0.092857385399	0.57107641129	0.591558769681
ENSG00000048649	8.40671	8.46059	8.5148	8.62364	9.37222	8.85179	8.51951	8.26148	8.10912	8.27653	8.4431	8.76987	8.69009	8.65193	8.42222	8.226	21.0547	21.1399	20.8645	20.5169	20.3376	20.1258	19.2822	18.4648	20.319	20.6717	20.4596	20.3967	19.2761	19.0702	20.4676	22.0544	0.663111812	0.581137296	0.462043186	0.242959789	0.2336879961	0.300302957	0.549906872	-0.412	-0.48	-0.744	-0.171	0.398	0.707	0.392784414253	0.319245170877	0.136064159292	0.601230782715	0.408785933443	0.157373246024
ENSG00000049449	11.7809	11.7324	11.6832	11.5792	11.4542	11.9478	12.1057	12.1864	11.0012	11.1758	11.3481	11.6745	12.2528	11.8832	12.0302	12.191	23.4554	23.3884	23.7409	23.1	22.6682	23.5475	24.0607	24.0633	23.5204	23.5983	23.5733	23.6156	23.6825	23.5648	23.8914	24.0234	0.569560218	0.557621318	0.48879867	0.479477665	0.538467271	0.613756077	0.610248994	-0.305	-0.413	-0.215	0.383	0.462	-0.279	0.506259820426	0.391430820857	0.575196382684	0.426763480129	0.337432157395	0.527723934837
ENSG00000049541	11.1185	11.1766	11.2344	11.3499	11.9285	11.1786	11.3216	11.3017	11.3289	11.1975	11.0657	10.8009	10.712	10.8044	11.1532	11.3189	22.1499	21.704	21.1021	20.7876	21.2053	21.0511	21.0142	21.0562	20.6099	21.4345	20.6675	20.519	21.888	20.7299	21.5056	21.6346	0.532703029	0.39938397	0.435119947	0.714407327	0.446381237	0.602381106	0.609053889	-0.481	0.322	0.73	-0.667	0.534	0.335	0.318500372856	0.491384778976	0.144803295572	0.179822916667	0.272	0.478597949886
ENSG00000049656	13.1752	13.2906	13.406	13.6379	13.3439	13.4609	13.5342	13.5856	13.5154	13.4134	13.3109	13.1051	13.413	13.3581	13.3636	13.3741	21.3778	21.6649	21.9734	21.4638	21.1415	20.2733	21.1375	21.3947	21.6668	21.9428	21.7953	21.8403	21.9078	21.4084	22.1348	21.4383	0.630592227	0.584414437	0.49600313	0.426427426	0.322726889	0.57073675	0.469417654	-0.352	-0.471	-0.406	-0.507	0.783	-0.42	0.461491525424	0.328263139205	0.399496037642	0.29585791893	0.113862162162	0.384690005345
