R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000164338	9.16114	9.23187	9.30262	9.4443	8.81214	9.03956	9.12814	9.20277	9.23345	9.29183	9.35022	9.46768	9.07791	9.10745	9.1444	9.17303	20.1886	20.9726	20.5036	20.6517	20.5601	19.7716	19.5045	18.8425	19.9157	20.2063	20.242	19.422	19.459	19.2608	18.2641	18.5635	0.779554243	0.559899747	0.454618074	0.442947406	0.35665987	0.252385878	0.245656991	-0.68	-0.443	-0.267	-0.469	-0.606	-0.168	0.171142614601	0.357976132191	0.537383762518	0.330453811029	0.219877742947	0.60256596375
ENSG00000164346	12.7731	12.7832	12.7934	12.8159	12.3989	12.6948	12.9412	13.1188	12.8625	12.8223	12.7818	12.7004	13.093	13.1294	13.1144	13.0967	21.2269	19.969	20.917	19.3184	19.3508	18.5474	19.3033	17.9403	20.6117	20.6265	20.6725	20.2132	19.7363	18.754	19.0846	18.8496	0.622661098	0.686396482	0.407245078	0.36481706	0.3002877833	0.3259755748	0.2400124958	0.403	-0.73	-0.349	-0.364	0.255	-0.465	0.403572744908	0.144803295572	0.464745792426	0.45007152343	0.546146750285	0.334422865014
ENSG00000164402	6.5192	6.56969	6.62071	6.72505	6.49803	5.82942	5.48642	5.30624	6.52331	6.37067	6.21699	5.90736	5.23687	5.89564	6.34669	6.66141	22.9277	24.0754	23.9869	23.7962	23.5612	22.4886	23.8696	23.7502	23.8856	23.9155	23.8222	24.0714	23.7352	23.1748	23.0399	22.8653	0.611370478	0.535091007	0.499361909	0.439007133	0.387900738	0.571679474	0.505685474	-0.412	-0.321	-0.368	-0.354	0.584	-0.369	0.392784414253	0.492175162608	0.445140268849	0.459422514884	0.235350373349	0.443900960973
ENSG00000164508	6.70019	6.716	6.73041	6.75506	8.44858	6.88473	6.34008	6.04126	6.47144	6.55015	6.62829	6.78109	6.59882	7.1436	7.09954	7.00053	24.0932	24.1012	24.6661	23.903	24.082	23.6528	23.654	23.5735	23.4266	24.0519	24.2061	24.4371	24.2868	24.201	24.3108	23.0057	0.627292419	0.618144275	0.554807451	0.546802508	0.274641036	0.305470186	0.273727475	-0.289	-0.342	-0.327	-0.939	0.26	-0.247	0.52001409002	0.472080215706	0.486454219311	0.0304913294798	0.542161605585	0.552618101545
ENSG00000164548	7.91103	7.9027	7.89484	7.87834	8.0558	7.75261	7.69374	7.64035	7.86516	7.84858	7.8325	7.80318	7.05549	7.05423	7.63596	7.85412	20.3232	20.2928	20.6731	20.5385	20.8047	20.7953	19.5796	20.1957	20.3133	20.2758	20.5484	20.3289	20.7093	19.3444	20.7046	19.6146	0.537308257	0.547733795	0.531738255	0.537921406	0.478520577	0.482391948	0.455490217	0.282	-0.254	0.248	-0.358	0.259	-0.295	0.525640993159	0.547341267143	0.551756124598	0.455554061521	0.543260326276	0.514758717811
ENSG00000164687	10.7208	10.7333	10.7459	10.771	9.67819	10.2668	10.8416	11.2708	11.3658	11.1991	11.0324	10.7008	10.8434	10.8949	11.0954	11.2574	24.588	24.103	24.377	24.3708	24.4167	24.4909	24.4113	24.0703	24.6843	24.8464	24.9695	24.7825	25.144	24.9869	24.8446	25.1758	0.433700605	0.502654261	0.527313229	0.58924934	0.591011764	0.558289074	0.527586602	0.46	0.272	0.407	0.209	-0.279	-0.285	0.339323924731	0.533850552386	0.398339063279	0.579044929646	0.527723934837	0.523198742623
ENSG00000164708	6.1978	6.25043	6.30313	6.40932	6.0777	5.98712	6.18202	6.3502	6.75501	6.5594	6.36299	5.965	6.0786	6.22147	6.36107	6.46631	27.3237	27.3318	27.3161	27.3009	27.0184	27.0872	26.9361	26.2658	27.3531	27.0763	27.5095	27.0891	26.9893	26.8335	26.7218	27.0192	0.491675989	0.505341223	0.480988128	0.469574299	0.465608585	0.447898414	0.413969033	0.191	-0.233	-0.188	-0.16	-0.239	-0.311	0.590537018302	0.562873583718	0.592159758992	0.606494902767	0.558116099237	0.501435583705
ENSG00000164754	13.2948	13.3083	13.3226	13.3536	13.6485	12.6524	12.8017	12.7532	13.2323	13.2654	13.2983	13.3645	12.683	12.6806	12.8703	12.947	21.5367	21.5908	23.2713	22.0466	21.9929	20.8708	21.7053	21.5558	21.7229	22.2747	22.0792	22.0577	21.8208	20.8747	20.9227	20.4831	0.756483452	0.785056365	0.478006014	0.393819275	0.3295283286	0.458388748	0.427872513	0.325	-0.79	-0.418	-0.359	0.475	-0.315	0.488331686226	0.110383216783	0.387067845829	0.454558148148	0.323950290276	0.497629939768
ENSG00000164828	9.72187	9.56963	9.41672	9.10615	9.1157	9.51488	9.43403	9.44169	9.28398	9.38742	9.49131	9.69884	9.42149	9.28824	9.46358	9.62816	19.9385	21.3902	20.967	21.1974	20.7467	20.9353	20.307	20.4831	20.4609	20.7092	20.0039	20.4213	20.5652	20.0454	20.3423	19.0721	0.67243323	0.501754378	0.529272723	0.502118449	0.467193551	0.403517942	0.308953689	-0.555	0.293	-0.277	-0.325	-0.411	-0.473	0.256588024565	0.516634262948	0.529289123679	0.488331686226	0.393681041082	0.326262553802
ENSG00000164902	11.4858	11.5725	11.6591	11.8325	12.1086	11.7405	11.5303	11.3936	11.4466	11.551	11.6548	11.8593	11.3657	11.5186	11.5199	11.5075	19.7143	19.4656	19.997	19.6968	18.7649	19.4145	18.9093	18.6772	20.7014	19.9669	20.5729	20.4413	19.7195	19.2967	18.5616	19.509	0.546845908	0.682700716	0.545647476	0.300155973	0.311600261	0.30265629	0.360416485	0.497	-0.499	-0.789	0.214	-0.166	0.359	0.304268321986	0.302273867314	0.110661087866	0.575878435622	0.603404497309	0.454558148148
ENSG00000164904	11.0902	11.0643	11.0384	10.9873	10.7436	10.5793	10.671	10.767	11.1466	11.0629	10.9792	10.8121	10.5696	10.6078	10.7189	10.7918	23.012	23.5015	23.3844	23.21	22.6461	22.0944	21.4857	20.7299	23.5545	23.467	23.3695	23.7289	22.4339	22.2311	22.6666	22.508	0.603140196	0.576091304	0.575018724	0.285812885	0.285641148	0.286767149	0.269280978	-0.291	-0.318	-0.939	-0.176	0.136	-0.199	0.518292654028	0.494726051925	0.0304913294798	0.598821137491	0.617486908853	0.585836168813
ENSG00000164916	8.36981	8.44264	8.51692	8.67401	8.27052	8.5254	8.57647	8.59321	8.82883	8.59936	8.36915	7.90962	8.43172	8.3827	8.27908	8.20107	21.4018	21.4922	21.7188	21.8444	21.2758	21.2827	19.9635	20.0748	21.0422	20.2714	20.6385	21.0252	20.1695	20.1646	19.6822	19.9388	0.49265063	0.643733203	0.672627076	0.42106566	0.404919613	0.277018464	0.302225501	0.543	0.36	-0.747	-0.319	-0.636	0.244	0.264677783227	0.453868773234	0.133533333333	0.493832383808	0.199913196895	0.554555859204
ENSG00000164985	12.3326	12.3279	12.3235	12.3146	12.2873	12.175	12.2645	12.3353	12.0798	12.1003	12.1207	12.1624	11.9955	12.2128	12.273	12.3285	24.5304	24.9558	25.0146	24.7961	24.7992	24.0474	24.4397	24.0518	24.25	24.3135	23.9475	24.767	24.3922	23.7968	23.7194	23.0519	0.604613527	0.577335328	0.607450139	0.511359606	0.352814499	0.364035677	0.311309903	-0.254	0.253	-0.463	-0.698	0.219	-0.384	0.547341267143	0.548215526969	0.33627465029	0.162057866184	0.572329358717	0.42561832721
ENSG00000165029	4.69325	4.82226	4.95172	5.21461	4.28714	4.61086	4.83829	4.99487	4.98804	5.07125	5.15401	5.32272	5.17361	5.04865	4.89607	4.77358	14.634	17.7596	18.2796	22.0573	19.9399	24.0301	23.8544	23.6163	15.3876	15.8085	14.7407	15.0514	14.0637	14.1089	15.346	15.0981	0.2342216267	0.2523096689	0.67109131	0.691824289	0.838158273	0.839457807	0.812826724	0.317	0.827	0.418	0.466	0.258	-0.302	0.495615978616	0.0908747826087	0.387067845829	0.333038834951	0.543876124567	0.508858309119
ENSG00000165092	5.5292	5.47929	5.42935	5.32907	5.92089	5.5457	5.17011	4.88841	5.51514	5.54988	5.58458	5.65079	5.5452	5.75571	5.66096	5.57516	22.1716	22.3021	22.4773	22.3214	21.8203	20.53	21.0564	20.2958	22.9662	22.7435	22.6883	22.8787	22.4191	21.813	22.0351	21.8456	0.580229534	0.579960435	0.578423855	0.367077148	0.2122432615	0.256658712	0.24732031	-0.286	-0.282	-0.673	-0.615	0.367	-0.158	0.522486155827	0.525640993159	0.175892269737	0.213838961039	0.446549303944	0.607611731605
ENSG00000165119	10.6577	10.6597	10.6622	10.6693	10.2998	10.4538	10.5753	10.6587	10.8109	10.6739	10.5367	10.2622	10.468	10.3672	10.4557	10.5431	27.5942	27.7717	27.7691	27.7885	27.6594	27.524	27.4765	27.2044	27.973	27.8477	27.8849	27.6913	27.5303	27.3875	27.5141	27.3374	0.510996921	0.505088664	0.498290242	0.491397024	0.487181678	0.482253532	0.446178272	-0.156	-0.146	-0.139	-0.113	-0.153	-0.354	0.608826802375	0.61288376553	0.616038765432	0.624508714684	0.610061339858	0.459422514884
ENSG00000165169	9.85695	9.80042	9.74395	9.63084	9.3235	9.32374	9.46306	9.5153	9.77971	9.77553	9.7717	9.7655	9.84392	9.63137	9.58614	9.56436	20.6078	20.804	20.6558	20.9897	20.615	20.9201	21.1797	19.3962	20.7366	20.5468	20.3086	20.1129	20.1048	19.8379	20.2358	20.0597	0.488698689	0.475654441	0.484479256	0.48481998	0.505975111	0.605476874	0.3000433689	-0.228	0.206	0.203	0.236	0.446	-0.842	0.566171363683	0.581131930431	0.583347945987	0.560752888795	0.354038701623	0.0826969111969
ENSG00000165219	8.18249	8.29563	8.40911	8.63843	9.23333	8.88563	8.66946	8.48866	8.41314	8.3278	8.2418	8.06888	8.62137	8.59811	8.36268	8.16128	22.4642	22.2538	23.1359	22.8119	22.0219	21.6661	21.1913	21.243	22.9332	22.8398	22.8275	22.879	22.1096	21.6922	22.3084	22.3159	0.642475549	0.710801977	0.674544962	0.27655613	0.267838844	0.282850774	0.314359737	0.376	-0.336	-0.981	-0.149	0.206	0.285	0.435101747174	0.477840712302	0.00906	0.611540499748	0.581131930431	0.523198742623
ENSG00000165264	13.5385	13.4669	13.3956	13.2545	12.8739	13.0231	13.1734	13.2851	13.3996	13.3666	13.3336	13.2676	13.1446	13.1804	13.2228	13.2555	20.774	20.1483	20.1678	20.9675	20.6412	20.7168	20.4615	19.9548	20.0192	19.3052	20.3077	18.486	19.1819	19.209	20.0219	19.2575	0.400810215	0.490022399	0.468094706	0.52200582	0.565253686	0.579592134	0.458576249	0.426	-0.274	0.342	0.342	0.304	-0.464	0.377511228167	0.531984555038	0.472080215706	0.472080215706	0.507260675412	0.335453579993
ENSG00000165271	9.9686	9.95121	9.93383	9.89906	9.86313	9.94498	9.99018	10.0182	10.1261	10.013	9.89984	9.67381	10.0693	9.68814	9.74129	9.71976	22.6112	22.3944	22.6666	22.1567	22.421	22.2747	22.6456	22.425	22.2021	21.943	22.1965	22.6478	21.9118	21.6824	22.1449	21.5027	0.473882012	0.504867295	0.491879468	0.478571474	0.471125186	0.511229527	0.448866019	0.251	-0.156	-0.179	-0.129	0.242	-0.33	0.549578280847	0.608826802375	0.597508465514	0.619776246453	0.556067483997	0.483293828336
ENSG00000165280	15.2241	15.3005	15.3767	15.5295	15.5818	15.8392	15.6719	15.5032	15.321	15.3482	15.3752	15.4293	15.8901	15.5819	15.3985	15.2725	27.8162	27.7755	27.74	27.8329	27.5433	27.6507	27.7189	27.2786	28.2107	27.8663	28.1686	28.021	27.6503	27.4689	27.5036	27.5909	0.558145195	0.577569244	0.560599254	0.398222943	0.390562181	0.391146134	0.388369601	0.228	-0.203	-0.887	-0.157	0.091	-0.124	0.566171363683	0.583347945987	0.0596853932584	0.608269341949	0.627999528635	0.621489330864
ENSG00000165325	4.10685	3.96962	3.83209	3.55418	3.97899	3.88268	3.73085	3.61223	4.16313	4.20364	4.2443	4.32363	4.31353	4.20001	3.93039	3.71396	20.6537	22.2159	20.5176	22.269	22.0654	22.2926	21.793	22.3091	20.6132	16.7116	15.4996	17.1086	18.2396	17.4736	16.8776	17.2766	0.200174187	0.1722205426	0.665113238	0.6529481	0.557893784	0.5039959179	0.569339775	-0.269	0.94	-0.37	-0.449	-0.422	0.402	0.535797836538	0.0297928994083	0.442910291798	0.351285443038	0.382117790414	0.404506274131
ENSG00000165458	10.9288	10.9228	10.9165	10.9046	10.9087	10.979	11.268	11.4543	11.1245	11.0322	10.9398	10.756	11.7733	11.713	11.5923	11.4933	20.4757	19.0544	19.1987	19.3555	20.2906	20.2637	19.5649	19.0714	21.4901	19.0496	20.8294	20.6498	18.2951	19.045	18.3511	19.1523	0.3002552663	0.66505044	0.634283976	0.534747743	0.488131254	0.3992073427	0.419963522	0.757	-0.405	-0.427	-0.405	-0.42	0.317	0.128567216981	0.400787945879	0.375981838502	0.400787945879	0.384690005345	0.495615978616
ENSG00000165496	14.6025	14.4819	14.3611	14.1174	14.292	14.5908	14.7966	14.9356	14.4764	14.3906	14.3048	14.1332	14.9665	14.9969	15.0103	15.0183	24.3953	25.2619	25.0779	25.3565	25.0033	24.5966	24.9351	24.2269	25.5659	25.482	25.8579	25.8267	25.7886	25.6322	25.8307	25.7217	0.635899415	0.62601617	0.630180188	0.557303671	0.438003684	0.441666921	0.3573045	-0.23	0.243	-0.434	-0.597	0.249	-0.483	0.564983179317	0.55534549216	0.367187846918	0.226525045263	0.551091313536	0.316854887218
ENSG00000165609	12.6042	12.5538	12.5042	12.4079	12.3091	12.4868	12.536	12.5574	12.5608	12.4873	12.4138	12.2671	12.8122	12.6928	12.6118	12.5566	24.1674	23.7632	23.9865	23.9856	23.4879	23.6361	23.5863	22.9581	24.5929	24.2234	24.2692	24.1801	24.097	24.0016	24.0696	24.2368	0.479566339	0.518517466	0.502705394	0.475917685	0.461937938	0.450442067	0.416405736	0.274	-0.22	-0.266	-0.204	-0.2	-0.317	0.531984555038	0.571724148327	0.53812719715	0.582698874475	0.585129290834	0.495615978616
ENSG00000165629	11.0002	11.0038	11.0066	11.0124	10.7597	10.7333	10.8386	10.9181	11.3107	11.0654	10.8188	10.3166	10.77	10.6496	10.8674	11.062	23.1903	24.0852	23.3287	23.9002	23.8897	24.0454	24.1051	24.579	23.416	23.5355	23.2802	23.5531	24.0474	23.6805	23.8667	23.173	0.496654033	0.375060134	0.577502578	0.609110461	0.591542463	0.593006174	0.573346858	-0.498	0.774	0.332	-0.238	0.23	-0.255	0.303313480885	0.119232349166	0.481392530854	0.559005560308	0.564983179317	0.546146750285
ENSG00000165672	10.9874	11.0742	11.1598	11.3299	10.7564	10.4822	10.7342	10.9202	11.5736	11.2775	10.9804	10.3818	10.5308	10.2135	10.7091	10.8249	23.8964	24.7734	24.6986	24.9767	24.9355	24.8084	24.5955	24.7032	24.8187	24.8305	24.2455	24.7446	24.629	24.2399	24.5305	24.2676	0.463350134	0.436706448	0.496507177	0.500646608	0.502980629	0.517452647	0.515422848	-0.233	0.418	0.237	0.18	0.193	-0.174	0.562873583718	0.387067845829	0.55989162142	0.596932011078	0.589373647712	0.59973689783
ENSG00000165688	11.5061	11.4201	11.3341	11.1615	10.5587	10.828	11.1357	11.3708	11.6941	11.5705	11.4468	11.1992	11.0029	11.0043	11.0043	11.0043	21.2935	21.0856	20.3923	21.3189	21.2507	20.9595	20.3964	20.0321	21.1136	21.5093	21.728	21.7976	21.7186	20.8776	21.7156	20.0761	0.415660597	0.422356332	0.504031555	0.484515404	0.453958651	0.455921332	0.211643899	0.265	0.393	-0.288	-0.257	0.276	-0.871	0.538914951502	0.414941257143	0.520906895208	0.544672716829	0.53029516508	0.0690308788599
ENSG00000165704	12.484	12.4622	12.4407	12.3991	12.0025	12.0019	12.5312	12.7297	12.4365	12.4087	12.3809	12.3252	11.7534	11.9767	12.2745	12.507	23.8992	23.9334	23.9094	24.0098	23.8503	23.695	23.6069	23.3789	24.5154	24.1345	24.5553	24.4524	23.879	23.8416	23.7779	23.6748	0.520837262	0.543367471	0.526143515	0.497136706	0.500060864	0.492300686	0.428260765	0.238	-0.191	-0.288	0.172	-0.202	-0.477	0.559005560308	0.590537018302	0.520906895208	0.600692848357	0.583935514462	0.322124130355
ENSG00000165732	11.8982	11.9971	12.0953	12.2924	12.9629	12.3726	11.9781	11.6808	12.2066	12.101	11.9955	11.7845	12.3991	12.5355	12.0995	11.8499	26.1291	26.0183	26.3806	25.8784	25.9802	25.483	25.7737	25.3723	25.9428	25.9907	25.8667	26.0674	26.0919	25.5503	25.6678	24.7897	0.540974677	0.54027976	0.533191677	0.522413139	0.277874266	0.296301519	0.284168025	-0.206	-0.173	-0.223	-0.971	0.194	-0.176	0.581131930431	0.600294490407	0.569609441624	0.0141125	0.588871733086	0.598821137491
ENSG00000165733	8.56495	8.61514	8.66572	8.76927	8.87978	9.01529	8.81067	8.706	8.51058	8.57138	8.63225	8.7546	8.60259	8.71678	8.71447	8.70243	22.074	21.5867	21.7372	21.3608	21.473	20.9556	20.0934	19.4173	21.1229	21.2559	20.9671	20.9935	21.3157	20.3819	20.5614	20.0655	0.536053887	0.528752328	0.524698038	0.559327695	0.256554781	0.223898067	0.1937071651	-0.227	-0.2	0.282	-0.943	-0.269	-0.317	0.566912363711	0.585129290834	0.525640993159	0.0280188679245	0.535797836538	0.495615978616
ENSG00000165912	9.82926	9.79064	9.75112	9.66924	9.38439	9.38656	9.47806	9.52726	10.0926	9.94862	9.80454	9.51474	9.61215	9.54757	9.54805	9.55439	20.6153	21.2022	21.863	21.483	21.4816	19.9745	21.024	20.9848	22.0234	21.6665	21.8617	22.3215	21.8061	20.2478	20.1992	21.7239	0.526143942	0.56372172	0.563844886	0.493025405	0.1671665416	0.419161986	0.616852698	0.334	0.278	-0.413	-0.861	0.768	0.581	0.479383182113	0.528591941118	0.391430820857	0.0749006479482	0.122217228464	0.237000569152
ENSG00000165916	13.0856	13.0957	13.1056	13.1265	13.1199	13.0263	12.9664	12.9118	13.312	13.2031	13.0943	12.8769	13.318	13.2273	13.1464	13.0875	23.529	23.9568	23.9055	24.0105	23.5925	23.4624	23.4772	22.8298	24.4488	24.2558	24.425	24.143	23.8124	23.737	23.715	23.8904	0.605894878	0.598089575	0.538639494	0.432845373	0.42014512	0.41954641	0.413039506	-0.238	-0.422	-0.644	-0.197	-0.133	-0.187	0.559005560308	0.382117790414	0.194675655977	0.587405523934	0.618254649266	0.592700300519
ENSG00000165934	5.5523	5.60757	5.66305	5.77577	5.58616	5.43151	5.71545	5.86573	4.94889	5.02453	5.09623	5.2172	4.7462	5.37452	5.52257	5.58952	18.7078	17.474	17.7961	15.5495	17.9778	17.7095	17.0282	17.6801	17.9758	18.4634	18.6581	17.7899	17.2887	16.1868	17.2055	18.1135	0.515771509	0.50399704	0.28491814	0.39733659	0.368913879	0.399226147	0.528334386	-0.395	-0.601	0.452	-0.272	0.312	0.474	0.412694495837	0.224082619339	0.348171970428	0.533850552386	0.500463753437	0.325326846847
ENSG00000166128	6.82387	6.93563	7.04846	7.27941	7.23693	7.17653	7.04214	6.9282	6.64185	6.67468	6.70658	6.76843	6.78361	7.11429	7.25463	7.33746	21.8356	22.2957	22.0877	22.159	21.7084	21.5972	21.2239	21.957	21.063	20.6181	20.6371	21.2245	21.6419	20.6681	21.0703	20.8886	0.551570689	0.548110413	0.586829032	0.506329976	0.375956428	0.389307194	0.447298454	-0.227	0.298	-0.441	-0.671	0.251	0.343	0.566912363711	0.512432179226	0.359670509709	0.177740048741	0.549578280847	0.471014576271
ENSG00000166165	12.0015	11.9699	11.9376	11.8703	11.359	11.0016	11.1974	11.3274	12.1651	12.0363	11.9079	11.6523	10.9751	11.228	11.3363	11.4308	26.3276	26.5033	26.4002	26.4702	26.2382	26.2958	25.773	24.8153	26.9783	26.8105	26.9822	26.9472	26.5358	26.5386	26.4087	26.5921	0.434814342	0.437325877	0.438991885	0.438991097	0.45140264	0.431932961	0.392604922	0.141	0.112	-0.107	0.164	-0.219	-0.332	0.615173701165	0.624759163553	0.625913077897	0.604740526543	0.572329358717	0.481392530854
ENSG00000166197	12.4565	12.4635	12.4703	12.4851	12.5719	12.4833	12.4668	12.4634	12.6027	12.5534	12.5036	12.402	11.9242	12.3569	12.456	12.5678	24.4961	23.9253	24.4598	24.0829	24.2206	23.5744	24.0304	23.7504	24.1858	24.1642	24.2921	24.3947	24.7485	23.878	23.8397	23.4713	0.499897913	0.559309016	0.552110907	0.566745289	0.400934291	0.419215211	0.388442444	0.387	-0.232	0.323	-0.756	0.255	-0.261	0.422136473696	0.56357783586	0.4900500306	0.129237983587	0.546146750285	0.541656479645
ENSG00000166200	11.3217	11.2661	11.2106	11.0992	10.783	11.5133	11.4411	11.5296	11.3622	11.2762	11.1904	11.0193	11.2206	11.3067	11.4216	11.5122	22.2599	22.2979	22.3307	22.8553	21.6966	21.7257	21.7362	21.1741	23.3768	23.1513	23.2835	23.3969	22.3735	22.4474	22.188	22.3576	0.60195737	0.649260722	0.707798689	0.340890572	0.38325482	0.356283446	0.341375362	0.343	0.387	-0.981	0.3	-0.213	-0.19	0.471014576271	0.422136473696	0.00906	0.510548683489	0.576703169463	0.591158107117
ENSG00000166224	10.2518	10.2215	10.1911	10.1316	10.1215	10.122	9.67327	9.50499	10.3231	10.2886	10.2541	10.1851	10.0111	10.0949	9.75943	9.56779	20.5907	21.6834	21.3837	21.2752	20.9449	19.932	19.8458	17.0646	17.9703	19.5465	18.8696	19.5285	19.9084	16.9824	18.0992	19.1585	0.711650206	0.6505250343	0.640990369	0.517814883	0.1941519365	0.232552773	0.2214602566	-0.398	-0.38	-0.489	-0.771	0.303	-0.275	0.408785933443	0.430706711551	0.310918667699	0.121272040302	0.507995273839	0.531295977365
ENSG00000166226	14.7359	14.798	14.8615	14.994	14.6719	14.5398	14.6621	14.7694	14.9965	14.9933	14.99	14.9834	14.4764	14.5707	14.6479	14.7027	26.7175	26.7288	26.6922	26.7713	26.5581	26.5681	26.3492	25.8452	27.0205	26.7269	27.1216	27.0466	26.7647	26.5637	26.5086	26.7943	0.492402068	0.499115687	0.485896998	0.465217823	0.46312995	0.458486374	0.453042106	0.186	-0.208	-0.241	-0.148	-0.125	-0.163	0.59332046858	0.579741947964	0.55676613688	0.611981419484	0.621121361181	0.605178857586
ENSG00000166333	10.9125	10.9542	10.9959	11.0803	11.0588	10.9357	10.8631	10.8119	11.1335	11.0577	10.9822	10.8336	10.9585	10.9376	10.8706	10.832	19.9053	20.8487	20.5078	22.0813	20.7993	20.215	20.1171	20.2393	21.407	21.7516	21.9123	21.9416	21.2493	20.9124	21.8813	21.5367	0.699847521	0.691736342	0.757294044	0.364612315	0.375040237	0.502166283	0.504155779	-0.338	0.395	-0.946	0.305	0.528	0.335	0.475551935164	0.412694495837	0.0262281879195	0.506259820426	0.276895027624	0.478597949886
ENSG00000166340	8.89253	8.82513	8.75837	8.62759	7.84565	8.42736	8.90749	9.25594	8.79548	8.70181	8.60814	8.4208	8.76811	9.00565	9.22389	9.38476	20.2292	20.938	20.9721	20.7549	20.2773	20.4338	19.6529	20.8372	20.2883	20.2437	19.3074	19.6283	19.3249	19.4314	18.7521	16.6236	0.597149868	0.523155923	0.527841782	0.520830328	0.542489545	0.2572623417	0.2004522035	-0.389	0.286	-0.27	0.349	-0.837	-0.324	0.419644513827	0.522486155827	0.535095054282	0.464745792426	0.0850074906367	0.489163873943
ENSG00000166347	11.479	11.4122	11.346	11.2152	10.8339	10.9032	11.2954	11.6188	11.4592	11.4052	11.3515	11.2453	11.0488	11.2571	11.5348	11.7478	20.5934	19.6517	17.2949	19.174	18.6369	17.6291	18.0952	19.1522	15.8898	18.1881	16.5018	19.0889	19.9774	18.9899	18.5011	19.355	0.4000488744	0.1416451161	0.705229978	0.643165286	0.4881922979	0.5331767893	0.633106684	-0.657	0.968	-0.405	-0.535	0.416	0.448	0.186608895706	0.0158444444444	0.400787945879	0.271176386913	0.389260767424	0.352416614223
ENSG00000166441	8.11763	7.94496	7.77258	7.42799	5.21738	6.14149	6.81703	7.29374	8.3047	8.19348	8.08192	7.85772	6.64749	6.87532	7.22618	7.50218	25.996	25.7797	25.9188	25.9136	25.6978	25.6266	25.666	25.46	25.8937	25.7041	25.8859	26.0171	25.659	25.5783	25.4554	25.5535	0.354596835	0.432589592	0.444660386	0.445846519	0.687531502	0.657766932	0.617481325	0.585	0.207	0.157	0.956	-0.291	-0.302	0.234416859122	0.580478457831	0.608269341949	0.0215691056911	0.518292654028	0.508858309119
ENSG00000166471	9.5047	9.8029	10.1025	10.71	10.783	10.5758	10.0971	9.71034	9.73712	9.95872	10.1806	10.6298	9.84655	10.0598	9.92654	9.78263	18.5356	18.6434	18.352	18.6501	18.6997	19.5571	18.6347	17.6227	19.7094	18.9237	19.5011	19.7761	18.1267	18.1867	18.2834	18.2623	0.596005187	0.62438715	0.614326385	0.3170924999	0.429443003	0.346242597	0.325484068	0.35	-0.325	-0.884	0.444	-0.362	-0.24	0.463569160198	0.488331686226	0.0614538043478	0.356634011091	0.451926934636	0.557441702586
ENSG00000166503	9.60263	9.49771	9.39295	9.18161	9.26247	9.04649	9.2772	9.50431	9.49175	9.46202	9.43252	9.37382	8.87161	9.07515	9.33294	9.53205	25.5196	25.089	25.5466	25.3999	25.3055	25.0398	25.5018	24.7665	25.6514	25.3633	25.8881	25.5442	25.4792	25.085	25.1325	25.4348	0.445807294	0.538060707	0.490132884	0.486526531	0.48437806	0.502055938	0.477606026	0.405	-0.281	-0.145	-0.139	0.181	-0.224	0.400787945879	0.526393438486	0.613325260092	0.616038765432	0.596155549579	0.568873458991
ENSG00000166508	14.4464	14.4821	14.5172	14.586	15.0817	14.4564	14.4315	14.4633	14.5802	14.5498	14.5196	14.4601	14.0998	14.0996	14.5813	14.762	24.5824	24.5054	24.5837	24.3199	24.0604	24.3603	24.074	23.8992	24.6252	24.5637	24.6362	24.4945	24.2098	24.28	24.5339	23.9804	0.511869003	0.498967877	0.460145338	0.448341636	0.450692147	0.454515832	0.392123878	-0.248	-0.334	-0.188	0.121	0.157	-0.465	0.551756124598	0.479383182113	0.592159758992	0.622227539141	0.608269341949	0.334422865014
ENSG00000166582	8.43615	8.41456	8.39267	8.34689	7.6752	7.63198	7.58874	7.55631	8.67225	8.42158	8.1709	7.66953	7.43314	7.71523	7.98759	8.19044	18.7781	20.3285	19.8571	19.882	19.5685	18.1942	17.07	18.0505	16.6742	17.8564	17.6908	17.5233	17.8456	16.6936	15.6371	16.9506	0.713646329	0.630823651	0.601200968	0.557951166	0.2182207182	0.1860342763	0.532481113	-0.426	-0.368	-0.43	-0.845	-0.255	0.845	0.377511228167	0.445140268849	0.372317961856	0.0812559055118	0.546146750285	0.0812559055118
